The result for hurdat2-1851-2017-050118.txt is:

|     Strom name     ||      Storm ID      ||  Distance travel   ||  Mean propagation  ||  Max propagation   ||        TRSE        ||Max hurricane surface area|
|        N/A         ||      AL121958      ||      1633.99       ||       22.69        ||       43.99        ||     9050250.0      ||        N/A         |
|       ARLENE       ||      AL011959      ||      1234.12       ||        9.35        ||       24.19        ||     7105500.0      ||        N/A         |
|       BEULAH       ||      AL021959      ||       274.1        ||        3.26        ||        6.83        ||     9221250.0      ||        N/A         |
|        N/A         ||      AL031959      ||      2652.19       ||       24.56        ||       56.05        ||     16193250.0     ||        N/A         |
|       CINDY        ||      AL041959      ||      2057.89       ||       10.39        ||       34.06        ||     16601250.0     ||        N/A         |
|       DEBRA        ||      AL051959      ||       763.34       ||        6.36        ||       11.66        ||     12396750.0     ||        N/A         |
|       EDITH        ||      AL061959      ||       463.26       ||        19.3        ||       21.18        ||     1775250.0      ||        N/A         |
|       FLORA        ||      AL071959      ||      1867.38       ||       20.75        ||       36.96        ||     10552500.0     ||        N/A         |
|       GRACIE       ||      AL081959      ||      2724.72       ||        9.46        ||       33.75        ||     82496250.0     ||        N/A         |
|       HANNAH       ||      AL091959      ||      4752.05       ||        17.6        ||       47.52        ||    165876750.0     ||        N/A         |
|       IRENE        ||      AL101959      ||       848.57       ||       12.86        ||       16.95        ||     2215500.0      ||        N/A         |
|       JUDITH       ||      AL111959      ||      2894.47       ||       15.08        ||       34.18        ||     26126750.0     ||        N/A         |
|        N/A         ||      AL121959      ||      1270.96       ||       11.15        ||        21.7        ||     11714250.0     ||        N/A         |
|        N/A         ||      AL131959      ||      2313.26       ||       13.29        ||       56.63        ||     24265500.0     ||        N/A         |
|        N/A         ||      AL141959      ||      1724.23       ||       14.37        ||       28.84        ||     8972250.0      ||        N/A         |
|        N/A         ||      AL011960      ||      1529.45       ||        10.2        ||       16.27        ||     4543250.0      ||        N/A         |
|        ABBY        ||      AL021960      ||      2550.29       ||       13.28        ||       17.15        ||     24749000.0     ||        N/A         |
|       BRENDA       ||      AL031960      ||      4199.44       ||       15.91        ||        40.3        ||     12890625.0     ||        N/A         |
|        CLEO        ||      AL041960      ||      1407.85       ||       18.05        ||       25.09        ||     19520250.0     ||        N/A         |
|       DONNA        ||      AL051960      ||      6087.62       ||        16.1        ||       44.07        ||    317367375.0     ||        N/A         |
|       ETHEL        ||      AL061960      ||       993.55       ||        8.28        ||       18.44        ||     27878625.0     ||        N/A         |
|      FLORENCE      ||      AL071960      ||      2045.64       ||        8.97        ||       13.25        ||     7473750.0      ||        N/A         |
|        N/A         ||      AL081960      ||       701.23       ||       14.61        ||       18.52        ||     1957500.0      ||        N/A         |
|        ANNA        ||      AL011961      ||      1730.59       ||       15.18        ||       22.53        ||     76494000.0     ||        N/A         |
|       BETSY        ||      AL021961      ||       3845.8       ||       16.02        ||        54.1        ||    190618500.0     ||        N/A         |
|       CARLA        ||      AL031961      ||       4000.2       ||       13.33        ||       48.57        ||    203195250.0     ||        N/A         |
|       DEBBIE       ||      AL041961      ||       4152.6       ||       17.75        ||       44.16        ||    118551000.0     ||        N/A         |
|       ESTHER       ||      AL051961      ||      4763.07       ||       12.03        ||       25.09        ||    333586500.0     ||        N/A         |
|        N/A         ||      AL061961      ||      1569.84       ||       20.13        ||       60.69        ||     2582250.0      ||        N/A         |
|      FRANCES       ||      AL071961      ||      2821.35       ||       11.76        ||       35.21        ||    108651750.0     ||        N/A         |
|       GERDA        ||      AL081961      ||      2592.18       ||        16.0        ||       33.93        ||     10797000.0     ||        N/A         |
|       HATTIE       ||      AL091961      ||       915.69       ||        8.03        ||       13.65        ||    150798000.0     ||        N/A         |
|       JENNY        ||      AL101961      ||      2513.34       ||       12.69        ||       33.16        ||     18630000.0     ||        N/A         |
|        INGA        ||      AL111961      ||       367.12       ||        4.37        ||       12.47        ||     14114250.0     ||        N/A         |
